Model,Split_Dir,LR,RNN_LR,LR_Display,Diff_LR,CNN_Frozen,Weight_Decay,Batch_Size,Seed,Params,Epochs,Best_Epoch,Early_Stop,Test_F1,Test_AUROC,Test_Accuracy,Test_Loss,Val_F1,Run_ID,Date,Device,User,Platform,Torch_Vers
cnn_lstm_seq16,data/splits,1.85e-05,1.41e-06,"CNN=1.85e-05, RNN=1.41e-06",True,False,0.000534,256,67290,87588,32,22,True,0.3276430473177056,0.5289656008735246,0.2676503672335076,1.3217584609985351,0.3125476131961036,cnn_lstm_seq16_seed67290_20251210_221931,2025-12-10T22:19:31.998460,cuda,navak,Linux,2.8.0+cu128
cnn_only,data/splits_10s,4.11e-05,,4.11e-05,False,False,1.18e-05,192,1863,44228,11,1,True,0.3246767431528388,0.5486322500665723,0.3063229849045856,1.3594541646338798,0.33577239463248887,cnn_only_seed1863_20251210_215420,2025-12-10T21:54:20.534052,cuda,navak,Linux,2.8.0+cu128
cnn_lstm,data/splits,0.000128,9.55e-06,"CNN=1.28e-04, RNN=9.55e-06",True,True,6.23e-05,32,59158,308420,23,2,True,0.3234974644992837,0.5247904357501929,0.26851055382783034,1.3594220909457377,0.4278694732429756,cnn_lstm_seed59158_20251211_020112,2025-12-11T02:01:12.415208,cuda,tomra,Windows,2.9.1+cu128
cnn_only,data/splits_20s,5.14e-05,9.88e-05,"CNN=5.14e-05, RNN=9.88e-05",True,False,1.61e-06,128,63332,44228,11,1,True,0.31687222821409383,0.5473622648305768,0.33309169989126497,1.3633321632038464,0.32361046887262523,cnn_only_seed63332_20251210_170002,2025-12-10T17:00:02.307710,cuda,navak,Linux,2.8.0+cu128
cnn_bilstm_seq24,data/splits_10s,0.000101,2.16e-05,"CNN=1.01e-04, RNN=2.16e-05",True,False,0.000486,192,71399,316612,11,1,True,0.31448005851876026,0.5154798099109433,0.29621190544004555,1.3693229443318136,0.33016367613711933,cnn_bilstm_seq24_seed71399_20251210_223551,2025-12-10T22:35:51.226494,cuda,navak,Linux,2.8.0+cu128
cnn_lstm_meanpool,data/splits_20s,2.82e-05,2.26e-06,"CNN=2.82e-05, RNN=2.26e-06",True,True,4.82e-06,256,93349,127348,59,49,True,0.29337429310913643,0.5274967477531126,0.2439289597680319,1.3108575994318181,0.31714289303133003,cnn_lstm_meanpool_seed93349_20251211_010422,2025-12-11T01:04:22.171064,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm_ln,data/splits_10s,1.34e-05,4.67e-06,"CNN=1.34e-05, RNN=4.67e-06",True,False,8.55e-05,192,41035,308676,31,21,True,0.2893872696440433,0.5047145986058694,0.2833950441469667,1.3824265357610341,0.28825237500593787,cnn_lstm_ln_seed41035_20251210_215002,2025-12-10T21:50:02.466392,cuda,navak,Linux,2.8.0+cu128
cnn_lstm,data/splits_10s,1.8e-05,9.98e-05,"CNN=1.80e-05, RNN=9.98e-05",True,False,6.1e-05,192,58353,308420,17,7,True,0.2675894140341898,0.5147849624304393,0.2598974651096554,1.2106527927759532,0.274337864626093,cnn_lstm_seed58353_20251211_010647,2025-12-11T01:06:47.305044,cuda,tomra,Windows,2.9.1+cu128
residual,data/splits,0.0001,,1.00e-04,False,False,0.0001,64,42,139732,11,1,True,0.2613122972696609,0.5334546951269276,0.23211804406802092,1.2873651568899678,0.252003684678086,residual_seed42_20251208_130038,2025-12-08T13:00:38.380797,mps,tomrannosaurus,Darwin,2.9.1
cnn_lstm_ln,data/splits,6.35e-05,2.79e-05,"CNN=6.35e-05, RNN=2.79e-05",True,True,0.000161,128,46771,308676,22,1,True,0.20157308846475028,0.5051540584035245,0.20704029643353405,1.3772575444534045,0.2971966807603377,cnn_lstm_ln_seed46771_20251210_223100,2025-12-10T22:31:01.339124,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits,2.3e-05,1.17e-06,"CNN=2.30e-05, RNN=1.17e-06",True,False,1.29e-06,128,62807,308420,30,20,True,0.15650721218947825,0.5084418651717566,0.24363131079203335,1.3765564716162801,0.16271819143182342,cnn_lstm_seed62807_20251210_220935,2025-12-10T22:09:36.477311,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits_20s,1.14e-05,3.85e-05,"CNN=1.14e-05, RNN=3.85e-05",True,False,2.88e-05,256,6318,308420,11,1,True,0.014258707315818693,0.5215540379016215,0.08807538963392533,1.391037334095348,0.011909640999864673,cnn_lstm_seed6318_20251210_215728,2025-12-10T21:57:28.918912,cuda,tomra,Windows,2.9.1+cu128
cnn_lstm,data/splits_20s,1.71e-05,2.72e-06,"CNN=1.71e-05, RNN=2.72e-06",True,True,1.42e-05,128,87129,308420,22,12,True,0.014258707315818693,0.5026741867391085,0.08807538963392533,1.3863494775512002,0.011909640999864673,cnn_lstm_seed87129_20251211_023358,2025-12-11T02:33:58.223400,cuda,tomra,Windows,2.9.1+cu128
